id,prob
1,0.9957112073898315
2,0.9970681071281433
3,0.9938995838165283
4,0.9978194236755371
5,0.9973415732383728
6,0.9954999089241028
7,0.9973415732383728
8,0.9983750581741333
9,0.9983699917793274
10,0.9980993866920471
11,0.9983443021774292
12,0.9965696334838867
13,0.02481289952993393
14,0.9980857372283936
15,0.9978194236755371
16,0.9972360730171204
17,0.904888927936554
18,0.9974973797798157
19,0.9940717816352844
20,0.904888927936554
21,0.9973107576370239
22,0.9982434511184692
23,0.9958767890930176
24,0.9938722848892212
25,0.9961820244789124
26,0.9972277283668518
27,0.9963825941085815
28,0.9843394756317139
29,0.9961820244789124
30,0.9984643459320068
31,0.9958041310310364
32,0.9961820244789124
33,0.9893977642059326
34,0.996619701385498
35,0.05532980337738991
36,0.6451190114021301
37,0.994181215763092
38,0.9962427616119385
39,0.06834322959184647
40,0.9981173276901245
41,0.9938471913337708
42,0.9963245987892151
43,0.954749345779419
44,0.9972262978553772
45,0.9977957010269165
46,0.9982916712760925
47,0.9982154369354248
48,0.9976493716239929
49,0.04104915261268616
50,0.9972787499427795
51,0.9977514147758484
52,0.9977408647537231
53,0.9980493783950806
54,0.998166024684906
55,0.9980820417404175
56,0.9977957010269165
57,0.9972748160362244
58,0.9961463212966919
59,0.9983744621276855
60,0.998337984085083
61,0.9941642880439758
62,0.9976310729980469
63,0.9958336353302002
64,0.9975674152374268
65,0.9958992600440979
66,0.9975927472114563
67,0.9965540170669556
68,0.9977988600730896
69,0.996217668056488
70,0.9962635636329651
71,0.9983750581741333
72,0.12149613350629807
73,0.9981774091720581
74,0.025614045560359955
75,0.9982632994651794
76,0.997495710849762
77,0.9970122575759888
78,0.9980098605155945
79,0.9983750581741333
80,0.9981846213340759
81,0.9605932235717773
82,0.9984160661697388
83,0.9778556227684021
84,0.9778556227684021
85,0.9982814788818359
86,0.998006284236908
87,0.9982656836509705
88,0.9979931116104126
89,0.997992992401123
90,0.9981796741485596
91,0.9980733394622803
92,0.9982284903526306
93,0.997992992401123
94,0.9937666654586792
95,0.9932585954666138
96,0.9977050423622131
97,0.7925857305526733
98,0.9979312419891357
99,0.09541875123977661
100,0.9979222416877747
101,0.9975311160087585
102,0.9861745834350586
103,0.9979312419891357
104,0.9976338148117065
105,0.9924523234367371
106,0.9985455274581909
107,0.9920761585235596
108,0.9970307350158691
109,0.9972959160804749
110,0.9969767332077026
111,0.9977421760559082
112,0.9973729848861694
113,0.9977936744689941
114,0.9979694485664368
115,0.9981313347816467
116,0.9979312419891357
117,0.9962399005889893
118,0.9981160163879395
119,0.9984037280082703
120,0.998171329498291
121,0.9979312419891357
122,0.07400964200496674
123,0.9930940866470337
124,0.9973499774932861
125,0.9977994561195374
126,0.01258785743266344
127,0.9936935305595398
128,0.9973516464233398
129,0.9904170036315918
130,0.9514919519424438
131,0.9983148574829102
132,0.9982708692550659
133,0.9936935305595398
134,0.997140645980835
135,0.9979623556137085
136,0.9970335960388184
137,0.996955394744873
138,0.9969052672386169
139,0.039566051214933395
140,0.9976047277450562
141,0.9980871677398682
142,0.9929841756820679
143,0.023818545043468475
144,0.8514072895050049
145,0.9974557757377625
146,0.009295199066400528
147,0.9853229522705078
148,0.997138261795044
149,0.9978671073913574
150,0.9978914856910706
151,0.9977585077285767
152,0.9967588782310486
153,0.9974900484085083
154,0.9981147050857544
155,0.9905072450637817
156,0.007967118173837662
157,0.996426522731781
158,0.9943708777427673
159,0.9966907501220703
160,0.9942955374717712
161,0.9964696168899536
162,0.993596076965332
163,0.9964756369590759
164,0.0009374758810736239
165,0.9823205471038818
166,0.9982964396476746
167,0.970382571220398
168,0.00458420580253005
169,0.9975953698158264
170,0.9977765679359436
171,0.9955636262893677
172,0.9978638291358948
173,0.9956653714179993
174,0.9975641965866089
175,0.9923871755599976
176,0.0009374758810736239
177,0.9978638291358948
178,0.013849515467882156
179,0.9663174152374268
180,0.008760667406022549
181,0.023714199662208557
182,0.9977085590362549
183,0.9982202649116516
184,0.05578255280852318
185,0.887190580368042
186,0.023714199662208557
187,0.887190580368042
188,0.986160397529602
189,0.9975111484527588
190,0.99498051404953
191,0.007797428406774998
192,0.9981971383094788
193,0.39040350914001465
194,0.9974581599235535
195,0.9979081153869629
196,0.986831545829773
197,0.013752923347055912
198,0.4198363721370697
199,0.9972416162490845
200,0.9973878264427185
201,0.996154248714447
202,0.9961559176445007
203,0.9875357747077942
204,0.6469032168388367
205,0.9982995390892029
206,0.9980990290641785
207,0.9981412887573242
208,0.9977850914001465
209,0.9983036518096924
210,0.9978704452514648
211,0.9903669357299805
212,0.9976656436920166
213,0.9984703660011292
214,0.994012176990509
215,0.9984912872314453
216,0.9984427094459534
217,0.9984885454177856
218,0.9984046816825867
219,0.99631667137146
220,0.9967165589332581
221,0.998465895652771
222,0.9970121383666992
223,0.9978875517845154
224,0.9983335137367249
225,0.9978530406951904
226,0.9960033297538757
227,0.9983651041984558
228,0.9980437755584717
229,0.9924159049987793
230,0.9983879327774048
231,0.9983769655227661
232,0.9799889326095581
233,0.9976149797439575
234,0.9974930286407471
235,0.9974950551986694
236,0.9965284466743469
237,0.9966127276420593
238,0.9970154762268066
239,0.9943385720252991
240,0.9633960127830505
241,0.9943548440933228
242,0.9975540041923523
243,0.9965188503265381
244,0.9981487989425659
245,0.9959885478019714
246,0.16495013236999512
247,0.9787245392799377
248,0.5181598663330078
249,0.9787245392799377
250,0.9974422454833984
251,0.9977600574493408
252,0.9927963614463806
253,0.9815874695777893
254,0.7756540775299072
255,0.9787245392799377
256,0.8730683922767639
257,0.9937346577644348
258,0.9942824840545654
259,0.9919175505638123
260,0.9983375072479248
261,0.38420993089675903
262,0.9965431094169617
263,0.9949280023574829
264,0.9977484345436096
265,0.9977364540100098
266,0.9883119463920593
267,0.9975758194923401
268,0.9966930150985718
269,0.9980719089508057
270,0.9975546002388
271,0.9980136156082153
272,0.9975256323814392
273,0.9724616408348083
274,0.9979658126831055
275,0.9967243075370789
276,0.9971856474876404
277,0.9978615641593933
278,0.2739048898220062
279,0.9969547986984253
280,0.9971143007278442
281,0.9980150461196899
282,0.9970598816871643
283,0.9674550294876099
284,0.9977231621742249
285,0.9972202777862549
286,0.9949809908866882
287,0.9973113536834717
288,0.997832715511322
289,0.9967561364173889
290,0.9978481531143188
291,0.06923279166221619
292,0.9980929493904114
293,0.9974725842475891
294,0.9980814456939697
295,0.9979821443557739
296,0.996863603591919
297,0.6339592337608337
298,0.9974163770675659
299,0.9981576800346375
300,0.9976431727409363
301,0.011386030353605747
302,0.9973630309104919
303,0.9973655343055725
304,0.9974923133850098
305,0.997474730014801
306,0.22591142356395721
307,0.9982075691223145
308,0.9981062412261963
309,0.9979356527328491
310,0.9946568012237549
311,0.9982200264930725
312,0.9601990580558777
313,0.9983598589897156
314,0.9983598589897156
315,0.9963040351867676
316,0.9934275150299072
317,0.600507378578186
318,0.9976714253425598
319,0.9979200959205627
320,0.7402940988540649
321,0.992202639579773
322,0.9960423707962036
323,0.9960231781005859
324,0.9936661124229431
325,0.996364951133728
326,0.9964732527732849
327,0.996364951133728
328,0.996631920337677
329,0.9975640773773193
330,0.9961380362510681
331,0.06309102475643158
332,0.9980929493904114
333,0.9978477954864502
334,0.997632622718811
335,0.9833606481552124
336,0.012909172102808952
337,0.8167059421539307
338,0.995999813079834
339,0.995999813079834
340,0.9974741339683533
341,0.9939960241317749
342,0.9969826340675354
343,0.9900055527687073
344,0.9974236488342285
345,0.9581343531608582
346,0.852195680141449
347,0.9512101411819458
348,0.9983193278312683
349,0.9973762035369873
350,0.9975771307945251
351,0.9975782036781311
352,0.5143855214118958
